Position,Artist,Song,Streams
9493,PARTYNEXTDOOR ,SAVAGE ANTHEM,260377
9494,Imagine Dragons ,Thunder / Young Dumb & Broke,260348
9495,Belly ,Immigrant,260266
9496,Rich Brian ,Cold,260053
9497,Carly Rae Jepsen ,This Love Isn't Crazy,260041
9498,Russ ,Summer At 7,260031
9499,Kanye West ,Remote Control pt 2,260027
9500,NAV ,Did You Wrong,259997
9501,Charlie Puth ,Charlie Be Quiet!,259990
9502,Soundgarden ,Spoonman,259958
9503,MohandBadz ,Samany Setk,259958
9504,Rod Wave ,Sneaky Links,259840
9505,Lovejoy ,You'll Understand When You're Older,259788
9506,Charlie Puth ,If You Leave Me Now,259702
9507,Avicii ,Peace Of Mind,259611
9508,Jonas Brothers ,Five More Minutes,259599
9509,Big Sean ,The Baddest,259432
9510,Rex Orange County ,Never Had The Balls,259347
9511,Addison Rae ,Obsessed,259340
9512,6ix9ine ,GUMMO  Remix,259338
9513,Joyner Lucas ,Duck Duck Goose,259137
9514,Mac Miller ,Pranks 4 Players,259109
9515,The Kid LAROI ,SAME THING,259071
9516,Nicki Minaj ,Grand Piano,259014
9517,Freddie Gibbs ,Pain & Strife,258935
9518,Normani ,Fair,258896
9519,Slipknot ,Nero Forte,258675
9520,Nat King Cole ,Deck The Hall  Remastered 1999,258634
9521,Russ ,AINT GOIN BACK,258633
9522,Joji ,WHY AM I STILL IN LA,258567
9523,Mac Miller ,Loud,258517
9524,Troye Sivan ,IN A DREAM,258501
9525,A$AP Rocky ,Palace,258489
9526,One Direction ,One Thing,258437
9527,Linkin Park ,Shadow Of The Day,258400
9528,Lil Durk ,Did Shit To Me,258294
9529,One Direction ,You & I,258253
9530,Jeremy Zucker ,"always, i'll care",258252
9531,Lil Yachty ,Forever World,258197
9532,blink,182  What's My Age Again?,258151
9533,Wiz Khalifa ,Royal Highness,257967
9534,Trippie Redd ,Good Morning,257905
9535,Rex Orange County ,ONE IN A MILLION,257877
9536,NAV ,Demons in My Cup,257770
9537,J.I the Prince of N.Y ,Painless 2,257656
9538,Kanye West ,Never Abandon Your Family,257599
9539,5 Seconds of Summer ,Lie To Me,257575
9540,j,hope  Future,257511
9541,Camilo ,KESI  Remix,257406
9542,j,hope  Chicken Noodle Soup,257406
9543,Thomas Rhett ,Growing Up,257403
9544,LANY ,good guys,257379
9545,blink,182  Darkside,257357
9546,Quinn XCII ,A Letter To My Younger Self feat. Logic,257338
9547,Justin Timberlake ,Livin' Off the Land,257295
9548,Flyboy Tarantino ,"Love Hard, Fall Fast",257178
9549,Pop Smoke ,Showin Off Pt.1,257090
9550,G,Eazy  Power,257017
9551,Denzel Curry ,WISH Feat. Kiddo Marv,256998
9552,J Balvin ,Negro,256933
9553,Chelsea Cutler ,Calling All Angels,256921
9554,Doja Cat ,Cyber Sex,256897
9555,Shakira ,"Whenever, Wherever",256829
9556,DaBaby ,Gucci Peacoat,256744
9557,Foo Fighters ,Making A Fire,256711
9558,Earl Sweatshirt ,MTOMB,256683
9559,ScHoolboy Q ,JoHn Muir,256657
9560,Tyler Childers ,Angel Band  Jubilee Version,256509
9561,Kodak Black ,VULTURES CRY 2,256458
9562,Gunna ,200 FOR LUNCH,256403
9563,Summer Walker ,Deeper,256330
9564,Gorillaz ,Hollywood,256284
9565,Bring Me The Horizon ,Throne,256250
9566,Freddie Gibbs ,4 Thangs,256245
9567,J Balvin ,Verde,256224
9568,Bring Me The Horizon ,Teardrops,256100
9569,Avril Lavigne ,Bois Lie,256058
9570,BROCKHAMPTON ,I'LL TAKE YOU ON,256058
9571,Young Thug ,Pussy,256044
9572,Anderson .Paak ,Anywhere,255940
9573,A Boogie Wit da Hoodie ,Notifications,255937
9574,Blvckengineer ,Twisted Fantasy,255894
9575,The Kid LAROI ,ERASE U,255869
9576,Joey Bada$$ ,Brand New 911,255830
9577,LANY ,up to me,255806
9578,blackbear ,Short Kings Anthem,255677
9579,Takeoff ,Infatuation,255665
9580,Lil Tjay ,Destined 2 Win,255611
9581,Ty Dolla $ign ,I Won,255544
9582,Diplo ,Worry No More,255451
9583,Bring Me The Horizon ,Parasite Eve,255440
9584,The 1975 ,If You’re Too Shy (Let Me Know),255388
9585,Tiny Meat Gang ,Daddy,255365
9586,Playboi Carti ,R.I.P. Fredo,255344
9587,Imagine Dragons ,Cool Out,255210
9588,Linkin Park ,Lying From You,255189
9589,BROCKHAMPTON ,LOOPHOLE,255115
9590,Sia ,Heaven Can Wait,255067
9591,WESTSIDE BOOGIE ,Rainy Days,254881
9592,King Von ,Evil Twins,254845
9593,Future ,Tricks on Me,254719
9594,Macklemore & Ryan Lewis ,Thrift Shop,254658
9595,Steve Aoki ,Be Somebody,254650
9596,Avicii ,Bad Reputation,254623
9597,Luke Bryan ,Country On,254611
9598,Hozier ,Shrike,254610
9599,Snoop Dogg ,California Roll,254559
9600,Foo Fighters ,Something from Nothing,254529
9601,Bebe Rexha ,Sacrifice,254399
9602,Gorillaz ,Sorcererz,254337
9603,Olivia Newton,John  Hopelessly Devoted To You,254280
9604,Rod Wave ,Time Kills (Love Birds),254277
9605,Quality Control ,"Intro (Migos, Lil Yachty feat. Gucci Mane)",254272
9606,Fred again.. ,Turn On The Lights again..,254241
9607,Chris Brown ,C.A.B. (Catch A Body),254216
9608,Major Lazer ,Lay Your Head On Me,254065
9609,Swae Lee ,Sextasy,253882
9610,Mac Miller ,Smile Back,253805
9611,Tate McRae ,slower,253746
9612,Rich Brian ,Introvert,253743
9613,Mitski ,There's Nothing Left Here for You,253572
9614,Nas ,The Pressure,253566
9615,Ella Mai ,Not Another Love Song,253552
9616,Dermot Kennedy ,Better Days,253482
9617,NF ,Options,253445
9618,Florida Georgia Line ,Always Gonna Love You,253373
9619,Tee Grizzley ,Lions & Eagles,253298
9620,Daddy Yankee ,AGUA,253265
9621,Lil Tecca ,SEASIDE,253254
9622,Danny Elfman ,What's This?,253164
9623,Polo G ,Trials & Tribulations,253150
9624,Missy Elliott ,Throw It Back,253106
9625,Russ ,Some Time,253091
9626,Cordae ,Bad Idea,253078
9627,Tones And I ,Bad Child,253045
9628,Drake ,The Motto,253036
9629,Niall Horan ,Heartbreak Weather,253009
9630,YoungBoy Never Broke Again ,Top Sound,252991
9631,Hailee Steinfeld ,Afterlife,252964
9632,Wiz Khalifa ,Late Night Messages,252949
9633,Wale ,Angles,252918
9634,Rod Wave ,I Remember,252841
9635,YoungBoy Never Broke Again ,Seeming Like It,252734
9636,Ir Sais ,Dream Girl,252700
9637,A$AP Ferg ,Pups,252693
9638,G,Eazy  West Coast,252681
9639,Mike Posner ,Move On,252646
9640,Joji ,COME THRU,252515
9641,Lana Del Rey ,Not All Who Wander Are Lost,252443
9642,Quinn XCII ,U & Us,252442
9643,Bebe Rexha ,Not 20 Anymore,252426
9644,YG ,Bottle Service,252418
9645,Tim Berg ,Seek Bromance  Avicii Vocal Edit,252408
9646,Meek Mill ,Pain Away,252364
9647,TOOL ,Stinkfist,252323
9648,Major Lazer ,Can't Take It From Me,252301
9649,Oliver Tree ,Let Me Down,252234
9650,6LACK ,That Far,252071
9651,Dillon Francis ,Don’t Let Me Let Go,252002
9652,The Lumineers ,Long Way From Home,251918
9653,Bring Me The Horizon ,Obey,251855
9654,Kevin Gates ,What If,251851
9655,Juice WRLD ,Go Hard 2.0,251807
9656,J Balvin ,Gris,251621
9657,Agust D ,Honsool,251547
9658,Denzel Curry ,BIRDZ Feat. Rick Ross,251496
9659,Lauv ,26,251470
9660,Eslabon Armado ,Tu Canción,251446
9661,Lady Gaga ,911  Charli XCX & A. G. Cook Remix,251445
9662,BTS ,Trivia 轉 : Seesaw,251383
9663,j,hope  Music Box : Reflection,251347
9664,Paper Route EMPIRE ,Proud,251322
9665,6ix9ine ,BUBA,251262
9666,Trippie Redd ,TR666,251222
9667,The Beatles ,Can't Buy Me Love  Remastered 2009,251205
9668,Kodak Black ,Usain Boo,251101
9669,Linkin Park ,Runaway,251099
9670,Camila Cabello ,I Have Questions,251098
9671,j,hope  Intro,251015
9672,Tory Lanez ,Money Over Fallouts,250997
9673,Bazzi ,Renee's Song,250944
9674,Wiz Khalifa ,Out in Space,250868
9675,Tom Petty and the Heartbreakers ,Anything That's Rock 'N' Roll,250854
9676,Lil Yachty ,WHOLE lotta GUAP,250841
9677,Earl Sweatshirt ,Vision,250841
9678,TWICE ,AlcoholFree,250797
9679,Koe Wetzel ,April Showers,250708
9680,Ben Rector ,The Thanksgiving Song,250670
9681,NAV ,EAT,250560
9682,Bazzi ,I Don't Think I'm Okay,250481
9683,Halsey ,Whispers,250447
9684,Cordae ,Dream in Color,250325
9685,Hailee Steinfeld ,Coast,250318
9686,Megan Thee Stallion ,Not Nice,250303
9687,Daniel Caesar ,RESTORE THE FEELING,250160
9688,Quinn XCII ,Common,250107
9689,Taylor Swift ,willow  90's trend remix,250055
9690,Lil Yachty ,Like A Star,249829
9691,HAIM ,Now I'm In It,249814
9692,Maluma ,Sobrio,249769
9693,Rod Wave ,Thug Life,249764
9694,Red Hot Chili Peppers ,Snow (Hey Oh),249676
9695,Coldplay ,Everyday Life,249546
9696,Vance Joy ,Call If You Need Me,249480
9697,YoungBoy Never Broke Again ,Free Dem 5's,249382
9698,Taylor Swift ,Red,249369
9699,Tyga ,Splash,249364
9700,Eminem ,Venom  Remix,249328
9701,Polo G ,Chinatown,249264
9702,NAV ,Dior Runners,249174
9703,Gryffin ,Cry,249152
9704,Kanye West ,Nah Nah Nah,249136
9705,Beyoncé ,BIGGER,249106
9706,Joyner Lucas ,I Don't Die,249074
9707,HAIM ,Summer Girl,248978
9708,Joey Bada$$ ,LEGENDARY,248978
9709,Mobb Deep ,"Shook Ones, Pt. II",248937
9710,blink,182  Heaven,248905
9711,Thomas Rhett ,That Old Truck,248802
9712,Nick Jonas ,Remember I Told You,248734
9713,Nipsey Hussle ,Killer,248728
9714,Summer Walker ,Me,248697
9715,Lil Tjay ,Hood Rich,248689
9716,Mac Miller ,Frick Park Market,248630
9717,The Lumineers ,REMINGTON,248624
9718,The Black Keys ,Go,248619
9719,David Guetta ,Lovers on the Sun,248585
9720,The Kid LAROI ,BEST FOR ME,248542
9721,$uicideboy$ ,Forget It,248540
9722,$uicideboy$ ,The Number You Have Dialed Is Not in Service,248518
9723,Vampire Weekend ,Unbearably White,248257
9724,Thomas Rhett ,More Time Fishin’,248248
9725,Foo Fighters ,Arrows,248172
9726,Said The Sky ,Walk Me Home,248146
9727,Van Halen ,Dance the Night Away  2015 Remaster,248098
9728,Yeat ,Rëal six,247910
9729,Playboi Carti ,Middle Of The Summer,247896
9730,The Chainsmokers ,Siren,247807
9731,Chelsea Cutler ,Walking Away,247651
9732,Don Toliver ,BOGUS,247637
9733,Aminé ,Riri,247595
9734,Christina Aguilera ,Fall In Line,247585
9735,24kGoldn ,"3, 2, 1",247574
9736,Ed Sheeran ,Antisocial,247574
9737,Jonas Brothers ,Greenlight,247470
9738,Big Sean ,FEED,247463
9739,Sia ,Genius  Lil Wayne Remix,247427
9740,$uicideboy$ ,Bring Out Your Dead,247359
9741,PARTYNEXTDOOR ,EYE ON IT,247315
9742,A R I Z O N A ,Freaking Out,247255
9743,Aminé ,BLACKJACK,247238
9744,The Cranberries ,Dreams,247196
9745,D'Angelo ,Back to the Future (Part I),247161
9746,Joey Bada$$ ,Make Me Feel,247105
9747,Chris Stapleton ,Fire Away,247050
9748,Kesha ,Cannibal,246975
9749,Mike Posner ,Song About You,246920
9750,Ski Mask The Slump God ,Mental Magneto,246872
9751,Måneskin ,MAMMAMIA,246869
9752,Mac Miller ,Missed Calls,246847
9753,Turbo ,QUARANTINE CLEAN,246844
9754,Florence + The Machine ,June,246812
9755,Bebe Rexha ,Die For a Man,246763
9756,Lauv ,All 4 Nothing (I'm So In Love),246685
9757,YoungBoy Never Broke Again ,Murder Business,246328
9758,Ed Sheeran ,Baby One More Time  Recorded at Spotify Studios New York City,246322
9759,Freddie Gibbs ,Something to Rap About,246289
9760,YG ,Out On Bail,246265
9761,PARTYNEXTDOOR ,PGT,246053
9762,Wrabel ,11 Blocks,245977
9763,2 Chainz ,Pop Music,245967
9764,Chelsea Cutler ,Lucky,245877
9765,The Strokes ,Eternal Summer,245827
9766,Morgan Wallen ,Up Down (Feat. Florida Georgia Line),245789
9767,Still Woozy ,Window,245783
9768,Chelsea Cutler ,You Are Losing Me,245735
9769,King Von ,Where I'm From,245593
9770,Arcade Fire ,Everything Now,245545
9771,KAROL G ,SEJODIOTO,245517
9772,Lil Yachty ,We Outta Here!,245515
9773,Aminé ,Can’t Decide,245418
9774,Halsey ,Haunting,245356
9775,YoungBoy Never Broke Again ,Break Or Make Me,245343
9776,Polo G ,Pop Out Again,245241
9777,Maggie Rogers ,Anywhere With You,245032
9778,Isaiah Rashad ,Chad,245017
9779,Ryan Adams ,Welcome To New York,245009
9780,The Lumineers ,REPRISE,244999
9781,Surfaces ,Sheesh!,244980
9782,Joey Bada$$ ,No Explanation,244936
9783,Florida Georgia Line ,Long Live,244912
9784,Meat Loaf ,Two Out of Three Ain't Bad,244833
9785,Ali Gatie ,Welcome Back,244713
9786,ROSALÍA ,SAOKO,244578
9787,Isaiah Rashad ,Don't Shoot,244504
9788,Chance the Rapper ,Lost,244472
9789,Jessie J ,Burnin' Up,244447
9790,Coldplay ,Birds,244406
9791,Tems ,Found,244396
9792,Sam Hunt ,That Ain't Beautiful,244363
9793,DJ Khaled ,Nobody,244171
9794,Earl Sweatshirt ,Sick!,244113
9795,Lil Baby ,Humble,244065
9796,Dan + Shay ,Keeping Score,244016
9797,Ed Sheeran ,Shape of You,244013
9798,Lana Del Rey ,Yosemite,243996
9799,Rich Brian ,100 Degrees,243937
9800,Lil Tjay ,Leaked,243935
9801,The Lumineers ,Life In The City,243912
9802,Chance the Rapper ,Paranoia,243884
9803,Kygo ,Lost Without You,243873
9804,Gorillaz ,PacMan,243858
9805,Vampire Weekend ,How Long?,243796
9806,YG ,TOO BRAZY,243757
9807,Saweetie ,Fast (Motion),243746
9808,Kane Brown ,Like a Rodeo,243686
9809,Aminé ,Pressure In My Palms,243629
9810,Anderson .Paak ,Saviers Road,243614
9811,Jawsh 685 ,Sweet & Sour,243552
9812,Anuel AA ,Los Dioses,243524
9813,The Lumineers ,My Eyes,243506
9814,Van Halen ,Why Can't This Be Love,243439
9815,Anderson .Paak ,JEWELZ,243433
9816,Death Cab for Cutie ,Northern Lights,243419
9817,Tory Lanez ,P.A.I.N,243415
9818,Gunna ,ONE WATCH,243369
9819,André Aires ,Wish U Well,243358
9820,Nicki Minaj ,Kill Da DJ,243311
9821,Lil Peep ,Sunlight On Your Skin  Bonus Track,243239
9822,Meat Loaf ,Bat Out of Hell,243222
9823,NF ,Like This,243092
9824,BTS ,Trivia 承 : Love,243002
9825,Norman Greenbaum ,Spirit In The Sky,242997
9826,Fall Out Boy ,Stay Frosty Royal Milk Tea,242878
9827,Lil Baby ,Make It Out,242873
9828,Lil Wayne ,Glory,242831
9829,Ella Mai ,Boo'd Up,242770
9830,Lil Peep ,hellboy,242710
9831,Taylor Swift ,We Are Never Ever Getting Back Together,242698
9832,Kane Brown ,Whiskey Sour,242672
9833,Tory Lanez ,Broken Promises,242672
9834,Logic ,Perfect (Remix),242648
9835,Tory Lanez ,Old Friends x New Foes,242588
9836,A R I Z O N A ,Nostalgic,242582
9837,Nicki Minaj ,Sir,242526
9838,Denzel Curry ,DIET_,242521
9839,YoungBoy Never Broke Again ,Forgiato,242458
9840,Rod Wave ,Calling,242424
9841,Lil Tjay ,Laneswitch,242361
9842,Wiz Khalifa ,City View,242323
9843,Tory Lanez ,Melee,242180
9844,Mark Ronson ,Pieces of Us,242085
9845,Dan + Shay ,What Keeps You Up At Night,242045
9846,Vicente Fernández ,Estos Celos,242032
9847,Ronny J ,Banded Up,242032
9848,Daniel Caesar ,TOO DEEP TO TURN BACK,242009
9849,CORPSE ,agoraphobic,241994
9850,Chelsea Cutler ,the lifeboat's empty!,241924
9851,Daddy Yankee ,Don Don,241910
9852,J Balvin ,Ten Cuidado  Pokémon 25 Version,241886
9853,Takeoff ,Soul Plane,241796
9854,Internet Money ,Really Redd,241747
9855,Wiz Khalifa ,Karate,241730
9856,Big Sean ,I Don't F**k With You,241549
9857,Russ ,Serious,241518
9858,Rick Ross ,BIG TYME,241495
9859,Alina Baraz ,Off the Grid,241458
9860,Ali Gatie ,Used to You,241421
9861,Arctic Monkeys ,The World's First Ever Monster Truck Front Flip,241388
9862,Alicia Keys ,Show Me Love,241287
9863,John Prine ,Clay Pigeons,241247
9864,A$AP Ferg ,No Ceilings,241202
9865,iann dior ,is it you,241098
9866,Run The Jewels ,pulling the pin,241048
9867,Bass Santana ,Fall in Love with Death,241041
9868,Rick Ross ,Summer Reign,240963
9869,Rick Ross ,Bogus Charms,240952
9870,Lil Tecca ,Foreign,240911
9871,Young Thug ,Icy Hot,240827
9872,Tyler Childers ,Country Squire,240799
9873,Comethazine ,Walk (Remix),240755
9874,Lil Pump ,At the Door,240730
9875,DJ Suede The Remix God ,You Name It! (#UNameItChallenge),240722
9876,Flyboy Tarantino ,Now or Never,240675
9877,Big Sean ,"No Hearts, No Love (& Metro Boomin)",240555
9878,Maren Morris ,Dear Hate,240548
9879,The Carters ,FRIENDS,240488
9880,Fetty Wap ,Let It Bang,240484
9881,Latto ,Wheelie,240307
9882,Sam Smith ,Pray,240162
9883,Lil Skies ,Fidget,239951
9884,Marshmello ,Back In Time,239812
9885,Justin Timberlake ,Young Man,239723
9886,Ellie Goulding ,Slow Grenade,239696
9887,The Weeknd ,King Of The Fall,239630
9888,Muscadine Bloodline ,Me On You,239627
9889,Rowdy Rebel ,9 Bridge,239570
9890,Justin Timberlake ,The Hard Stuff,239561
9891,Rex Orange County ,Laser Lights,239546
9892,Bon Iver ,iMi,239494
9893,XXXTENTACION ,H2O,239472
9894,Chan Se Park ,Thinkin of You,239385
9895,Tee Grizzley ,In My Feelings,239257
9896,Bazzi ,Caught In The Fire,239238
9897,Joji ,XNXX,239106
9898,Chloe x Halle ,Forgive Me,239065
9899,DJ Khaled ,I CAN HAVE IT ALL,239023
9900,Incubus ,Drive,239011
9901,Zara Larsson ,Talk About Love,238898
9902,T.I. ,Ring,238885
9903,Tom Petty and the Heartbreakers ,Don't Come Around Here No More,238799
9904,Chelsea Cutler ,Lonely Alone,238791
9905,Kodak Black ,Let Me Know,238771
9906,China Anne McClain ,Calling All the Monsters,238753
9907,Meek Mill ,Me (FWM),238742
9908,Flume ,Friends,238734
9909,100 gecs ,hand crushed by a mallet (Remix),238674
9910,Keys N Krates ,Music To My Ears,238573
9911,OneRepublic ,Wild Life,238411
9912,Wiz Khalifa ,iSay,238363
9913,The Kid LAROI ,Addison Rae,238335
9914,Hozier ,Moment's Silence (Common Tongue),238305
9915,NLE Choppa ,Exotic,238214
9916,blackbear ,lil bit,237910
9917,Lil Tecca ,ABOUT YOU,237801
9918,Mac Miller ,Wedding,237791
9919,YoungBoy Never Broke Again ,AI Nash,237776
9920,Avicii ,Addicted To You,237730
9921,BURNS ,Hands On Me,237548
9922,Nick Jonas ,Right Now,237495
9923,The 1975 ,Guys,237490
9924,Kevin Gates ,Let It Sing,237404
9925,Sam Smith ,I Feel Love,237286
9926,BTS ,Answer : Love Myself,237278
9927,Chance the Rapper ,Somewhere in Paradise,237266
9928,Demi Lovato ,You Don't Do It For Me Anymore,237230
9929,Daft Punk ,Around the World,237224
9930,The Carters ,713,237176
9931,Tory Lanez ,SKAT,237105
9932,Bea Miller ,Young Blood,237092
9933,Meek Mill ,On My Soul,237046
9934,BRONSON ,HEART ATTACK,236969
9935,FKA twigs ,sad day,236915
9936,quinnie ,touch tank,236899
9937,Charles Perry ,Stranger To Love,236761
9938,NAV ,With Me,236751
9939,Kygo ,Feels Like Forever,236700
9940,YoungBoy Never Broke Again ,Ranada,236592
9941,Catie Turner ,God Must Hate Me,236545
9942,Peso Pluma ,Siempre Pendientes,236497
9943,Bring Me The Horizon ,mother tongue,236410
9944,Rick Ross ,Outlawz,236410
9945,Charli XCX ,enemy,236407
9946,Red Velvet ,Bad Boy,236400
9947,MHS ,Waves,236367
9948,Charli XCX ,Gone,236358
9949,Pop Smoke ,Invincible,236339
9950,ZAYN ,Entertainer,236338
9951,TOOL ,The Pot,236133
9952,Demi Lovato ,Commander In Chief,236083
9953,Linkin Park ,From The Inside,236062
9954,$uicideboy$ ,Meet Mr. NICEGUY,236054
9955,ODESZA ,Loyal,236050
9956,Mac Miller ,Cold Feet,235980
9957,XXXTENTACION ,4Peat,235950
9958,The Beatles ,A Hard Day's Night  Remastered 2009,235936
9959,Madison Beer ,Blue,235903
9960,girl in red ,Body And Mind,235776
9961,T.I. ,Pardon,235758
9962,Megan Thee Stallion ,Don’t Rock Me To Sleep,235740
9963,Louis The Child ,The City,235697
9964,Gucci Mane ,Bussdown,235693
9965,BROCKHAMPTON ,LOVE ME FOR LIFE,235658
9966,Grimes ,California,235595
9967,P!nk ,A Million Dreams,235513
9968,Brent Faiyaz ,MERCEDES,235439
9969,PARTYNEXTDOOR ,Damage,235425
9970,Zara Larsson ,Don't Worry Bout Me,235418
9971,6ix9ine ,CHOCOLATÉ,235412
9972,Chris Stapleton ,Devil Always Made Me Think Twice,235351
9973,Tom Petty and the Heartbreakers ,Even The Losers,235171
9974,Jack Ü ,Take Ü There,235158
9975,Lil Durk ,Barbarian,235121
9976,5 Seconds of Summer ,Not In The Same Way,235087
9977,Kacey Musgraves ,Dime Store Cowgirl,235085
9978,Pusha T ,M.P.A.,235084
9979,Kevin Abstract ,Peach,235080
9980,Martin Garrix ,We Are The People,235075
9981,SAINt JHN ,Smack DVD,235014
9982,iann dior ,Darkside,234883
9983,Chance the Rapper ,Finish Line / Drown,234807
9984,Megan Thee Stallion ,Outside,234781
9985,P!nk ,All I Know So Far,234752
9986,Janelle Monáe ,I Got The Juice,234714
9987,Miley Cyrus ,Edge of Midnight (Midnight Sky Remix),234648
9988,NAV ,My Space,234472
9989,Aretha Franklin ,Son of a Preacher Man,234436
9990,Louis The Child ,Dear Sense,234429
9991,Nicki Minaj ,Nip Tuck,234361
9992,Shawn Mendes ,Under Pressure,234322
9993,Lil Tjay ,Oh Well,234276
9994,Empire Cast ,Conqueror,234253
9995,Russ ,Basement (Feat. Jessie Reyez),234225
9996,Ellie Goulding ,Power,234217
9997,Nat King Cole Trio ,All I Want For Christmas (Is My Two Front Teeth),234182
9998,G Herbo ,T.O.P.,234141
9999,Russ ,Kill Them All,233968
10000,Joji ,I'LL SEE YOU IN 40,233913
10001,Vampire Weekend ,Big Blue,233898
10002,The Neighbourhood ,Cry Baby,233858
10003,XXXTENTACION ,Bowser,233725
10004,Jay Electronica ,Flux Capacitor,233714
10005,Nas ,Nobody,233708
10006,PinkPantheress ,I must apologise,233644
10007,Kygo ,This Town,233547
10008,Nicki Minaj ,Coco Chanel,233526
10009,Sia ,Mountains,233497
10010,5 Seconds of Summer ,COMPLETE MESS,233479
10011,Young Dolph ,Break The Bank,233478
10012,Nas ,Death Row East,233428
10013,DMX ,Stop Being Greedy,233409
10014,Nitty Gritty Dirt Band ,Fishin' in the Dark,233294
10015,Ed Sheeran ,Sandman,233263
10016,Madonna ,Medellín,233205
10017,Run The Jewels ,a few words for the firing squad (radiation),233192
10018,dvsn ,Memories,233158
10019,B.o.B ,Not For Long,233155
10020,Gucci Mane ,Publicity Stunt,233098
10021,Hozier ,Jackie and Wilson,233083
10022,WAVYVIBE ,Miser,233042
10023,Dua Lipa ,Physical,233017
10024,King Von ,All These Niggas,232945
10025,ABBA ,I Still Have Faith In You,232919
10026,Tom Petty ,It's Good To Be King,232905
10027,Chris Brown ,Back To Love,232851
10028,Rich Brian ,See Me,232640
10029,Dan + Shay ,Lying,232611
10030,Slipknot ,The Dying Song (Time To Sing),232600
10031,Agust D ,Interlude : Set me free,232545
10032,Doe Boy ,Low Key,232524
10033,Russ ,Private,232522
10034,Marshmello ,Been Thru This Before,232497
10035,Rush ,Tom Sawyer,232468
10036,Rich The Kid ,No Flash,232371
10037,Rich Brian ,Occupied,232362
10038,Lee Brice ,Soul,232359
10039,Mitski ,I Guess,232299
10040,Blake Shelton ,She's Got a Way With Words,232153
10041,$uicideboy$ ,"10,000 Degrees",232152
10042,R3HAB ,Flames,232149
10043,Logic ,untitled,232093
10044,Rae Sremmurd ,T'd Up,232057
10045,Fabolous ,Ooh Yea,232011
10046,Gorillaz ,Carnival,231913
10047,G,Eazy  Running Wild (Tumblr Girls 2),231867
10048,Four Tops ,"I Can't Help Myself (Sugar Pie, Honey Bunch)",231781
10049,Wiz Khalifa ,King,231735
10050,MAX ,The Other Side,231646
10051,Hailee Steinfeld ,End this (L.O.V.E.),231627
10052,Missing Seoul ,Love Is So Sweet,231538
10053,Meek Mill ,Expensive Pain,230914
10054,Earl Sweatshirt ,74,230786
10055,OneRepublic ,West Coast,230701
10056,A$AP Mob ,Bahamas,230697
10057,Us The Duo ,Shake It Off,230570
10058,Benny The Butcher ,Timeless,230485
10059,Gucci Mane ,Posse on Bouldercrest,230480
10060,Bee Gees ,Stayin Alive,230242
10061,Isaiah Rashad ,93 Freestyle,230222
10062,Isaiah Rashad ,THIB,230173
10063,The J. Geils Band ,Centerfold,230125
10064,Takeoff ,Bruce Wayne  Outro,230086
10065,Tyga ,Money Mouf,230085
10066,Fifth Harmony ,This is How We Roll,230052
10067,TOMORROW X TOGETHER ,CROWN,229989
10068,Pooh Shiesty ,Neighbors,229983
10069,ILLENIUM ,Hold On,229939
10070,Rae Sremmurd ,Set The Roof,229745
10071,Lil Baby ,Bruised Up,229676
10072,Slipknot ,Birth Of The Cruel,229646
10073,Russ ,Voicemail,229642
10074,Lost Kings ,Don't Kill My High,229640
10075,Daft Punk ,Get Lucky,229556
10076,Justin Timberlake ,Cry Me a River,229504
10077,Queen Naija ,Karma,229463
10078,YoungBoy Never Broke Again ,Fuck Ya!,229387
10079,The Beatles ,"Hello, Goodbye  Remastered 2009",229337
10080,Fifth Harmony ,"Can You See  Spotify Singles  Holiday, Recorded at Spotify Studios NYC",229276
10081,blackbear ,santa monica & la brea,229182
10082,Aretha Franklin ,You Send Me,229155
10083,GoldLink ,Days Like This,229059
10084,Farruko ,El Incomprendido,229050
10085,Muse ,Thought Contagion,228934
10086,Katy Perry ,Smile,228838
10087,Elton John ,Always Love You,228829
10088,NLE Choppa ,Bryson,228820
10089,Liam Payne ,Stack It Up,228799
10090,Red Hot Chili Peppers ,Californication,228795
10091,Tankhead ,Pick Your Poison,228748
10092,King Von ,I Am What I Am,228727
10093,Carrie Underwood ,Cry Pretty,228649
10094,Quinn XCII ,Distracted Youth,228498
10095,Sia ,Salted Wound,228354
10096,Chris Brown ,Wobble Up,228313
10097,Gucci Mane ,Back On,228284
10098,Ozuna ,Quiero Mas,228259
10099,Halsey ,The Lighthouse,228254
10100,Plies ,Ran Off On Da Plug Twice,228173
10101,Miley Cyrus ,Hate Me,227981
10102,Camila Cabello ,Real Friends,227945
10103,Billy Joel ,Piano Man,227902
10104,Machine Gun Kelly ,Glass House,227839
10105,The Beatles ,In My Life  Remastered 2009,227793
10106,Vice ,Make Up,227741
10107,Vince Staples ,SUNDOWN TOWN,227708
10108,Taylor Swift ,Delicate  Recorded at The Tracking Room Nashville,227697
10109,Anderson .Paak ,Reachin' 2 Much,227536
10110,Lauren Jauregui ,More Than That,227493
10111,Khalid ,This Way,227399
10112,R3HAB ,You Could Be,227222
10113,HAIM ,Kept Me Crying,226982
10114,Future ,Group Home,226940
10115,G Herbo ,I Don’t Wanna Die,226924
10116,Katy Perry ,What Makes A Woman,226789
10117,Chris Stapleton ,Parachute,226773
10118,Imagine Dragons ,It Comes Back To You,226702
